1935084477,2694092511,134
1935084477,1961047461,102
1935084477,5044281310,63
1935084477,1642088277,62
1935084477,1709157165,57
1935084477,3941094672,53
1935084477,1644114654,46
1935084477,1701401324,43
1935084477,1618051664,40
1935084477,1609735332,38
1935084477,3675736060,32
1935084477,1663937380,31
1935084477,1912150611,30
1935084477,3871757462,29
1935084477,1215031834,25
1935084477,1216766752,25
1935084477,2144789105,23
1935084477,2803301701,23
1935084477,1272651680,23
1935084477,1702783184,21
1935084477,1082896707,20
1935084477,1481638480,20
1935084477,1918254195,19
1935084477,5617233642,19
1935084477,2087169013,18
1935084477,1707683373,18
1935084477,1638782947,18
1935084477,1863185713,18
1935084477,2939392194,17
1935084477,1827652007,17
1935084477,1807715644,16
1935084477,2413774550,16
1935084477,2656274875,16
1935084477,2286908003,15
1935084477,2458371534,15
1935084477,2109287495,15
1935084477,2432550377,15
1935084477,1782415244,15
1935084477,3198720857,15
1935084477,1223354542,15
1935084477,1654134123,15
1935084477,5500110167,14
1935084477,1997544897,14
1935084477,1889213710,14
1935084477,1414148492,14
1935084477,1646068663,14
1935084477,2311936944,13
1935084477,5615585565,13
1935084477,1364905923,13
1935084477,1288953145,13
1935084477,1924011973,13
1935084477,1866319581,13
1935084477,1704832685,12
1935084477,2315355472,12
1935084477,5900596695,12
1935084477,1496852380,12
1935084477,1707314224,12
1935084477,5803676251,12
1935084477,2409482243,11
1935084477,3217459400,11
1935084477,1798209111,11
1935084477,1896650227,11
1935084477,1736574887,11
1935084477,1644489953,10
1935084477,1045529987,10
1935084477,2834256503,10
1935084477,1195300800,10
1935084477,2093591281,10
1935084477,2365961811,10
1935084477,2660366252,10
1935084477,5199710506,10
1935084477,5890672121,10
1935084477,3052465574,10
1935084477,2562810123,9
1935084477,1676368781,9
1935084477,5904002688,9
1935084477,1943042910,9
1935084477,2546136573,9
1935084477,3278256467,9
1935084477,1670421223,9
1935084477,2256171801,9
1935084477,1912234472,9
1935084477,3716243842,9
1935084477,5725543071,9
1935084477,5517143496,9
1935084477,1377801857,9
1935084477,1591382355,9
1935084477,3668293823,8
1935084477,2806559662,8
1935084477,1142648704,8
1935084477,2031805397,8
1935084477,1283201960,8
1935084477,3722511485,8
1935084477,5133081104,8
1935084477,1893801487,8
1935084477,1220546491,8
1935084477,2902282825,8
1935084477,2081330505,8
1935084477,2019133401,8
1935084477,1704084074,8
1935084477,2748445161,8
1935084477,1650111241,8
1935084477,3307366071,8
1935084477,1837869620,8
1935084477,1669764455,8
1935084477,2898437634,8
1935084477,2197512460,8
1935084477,1195347197,8
1935084477,2781961981,7
1935084477,3276084295,7
1935084477,1662887833,7
1935084477,2140415420,7
1935084477,3845207445,7
1935084477,3260496935,7
1935084477,2588790451,7
1935084477,5878355612,7
1935084477,2438265760,7
1935084477,3865141548,7
1935084477,3490700531,7
1935084477,1236002955,7
1935084477,2905579311,7
1935084477,2855852714,7
1935084477,1600463082,7
1935084477,1375964480,7
1935084477,2611641094,7
1935084477,1477045392,7
1935084477,1180291890,7
1935084477,1267454277,7
1935084477,2732977075,7
1935084477,3365355414,7
1935084477,1786822605,7
1935084477,1053953693,7
1935084477,2654316627,7
1935084477,1974576991,7
1935084477,2184728493,6
1935084477,1698233740,6
1935084477,1409871493,6
1935084477,5850277405,6
1935084477,3873096802,6
1935084477,1496825941,6
1935084477,2181597154,6
1935084477,2480146047,6
1935084477,5802660834,6
1935084477,3682583007,6
1935084477,2805326271,6
1935084477,1497390470,6
1935084477,1744259092,6
1935084477,5510713320,6
1935084477,1989660417,6
1935084477,3361531360,6
1935084477,1444827810,6
1935084477,5252560862,6
1935084477,3043581645,6
1935084477,5642554517,6
1935084477,3557100484,6
1935084477,1222221682,6
1935084477,3197077575,6
1935084477,1064936313,6
1935084477,1809660062,6
1935084477,2073764027,6
1935084477,5134947445,5
1935084477,1340529235,5
1935084477,2993746481,5
1935084477,1959185150,5
1935084477,1496846867,5
1935084477,2441955234,5
1935084477,1887344341,5
1935084477,3908755088,5
